Theme Id,Theme Name,Definition,Keywords,Status,Objective Count,Original Statements
550e8400-e29b-41d4-a716-446655440002,Legal Document linked Barriers,"This theme includes responses where children are unable to enroll in school due to missing or incomplete legal documents such as Aadhaar cards, birth certificates, or identity proofs. It captures how lack of proper documentation creates administrative hurdles that keep children out of the education system.","No Aadhar card,no birth certificate,lack of Aadhar card,no ID,no legal document,enrollment barriers due to no Aadhar card",approved,279,16282 | To get Ravindra Kumar enrolled in school by obtaining his Aadhar card | 0.6535
,,,,,,6238 | To create a dedicated space for children to study at home | 0.9469
,,,,,,13206 | To create a separate space for children to study at home by raising awareness among parents | 0.868
,,,,,,13209 | To create a dedicated space for children to study at home by informing parents and making space available | 0.9075
,,,,,,28688 | To encourage children to practice at home by setting up a designated study space | 0.8908
,,,,,,6894 | To provide a separate space for children to study at home | 0.9726
,,,,,,7235 | To create a separate study space for children to improve their learning environment | 0.8854
,,,,,,7287 | To create a separate and conducive space for children to study at home | 0.9335
,,,,,,"14884 | To create a community library and study center, providing access to books and a peaceful learning environment, and to develop good study habits among children. | 0.7167"
,,,,,,"4964 | To provide a dedicated space for children to study and learn, improving their educational outcomes and overall well-being. | 0.7931"
,,,,,,8084 | To provide a separate place for children to study at home | 0.9347
,,,,,,6247 | To create a dedicated study space for children at home | 0.9351
,,,,,,4404 | To provide a separate space for children to study at home | 0.9726
,,,,,,13167 | To provide a separate space for children to study at home | 0.9726
,,,,,,"13170 | To provide a dedicated space for children to study at home, thereby improving their educational outcomes | 0.9246"
,,,,,,6123 | To create a separate space for children to study at home | 0.9537
,,,,,,3911 | To provide a designated place for children to study | 0.8517
,,,,,,6240 | To create a separate space for children to study at home | 0.9537
,,,,,,6243 | To provide a separate place for children to study at home | 0.9347
,,,,,,6125 | To provide a separate place for children to study at home | 0.9347
,,,,,,6840 | To create a separate space for children to study and improve their learning environment | 0.9
,,,,,,6006 | To create a separate study space for children at home | 0.9344
,,,,,,6857 | To provide a dedicated space for children to study at home | 0.9497
,,,,,,"6138 | To provide a dedicated space for children to study and read, improving their learning environment and outcomes | 0.8808"
,,,,,,6629 | To create a separate study space for children at home | 0.9344
,,,,,,6897 | To provide separate study spaces for children at home | 0.9551
,,,,,,6842 | To create a conducive environment for children to study by providing separate study spaces | 0.859
,,,,,,"6901 | To provide a separate space for children to study, enhancing their learning experience and academic performance | 0.89"
,,,,,,6888 | To provide a separate space for children to study at home | 0.9726
,,,,,,7053 | To create a separate space for children to study at home | 0.9537
,,,,,,7135 | To create a separate space for children to study at home by discussing and winning the case for it | 0.8639
,,,,,,7112 | To create a separate space for children to study at home | 0.9537
,,,,,,"7226 | To create a separate space for children to study and discuss, addressing the lack of dedicated study areas at home. | 0.9027"
,,,,,,15011 | To create a dedicated study space in small homes for better learning outcomes | 0.8028
,,,,,,29280 | To improve science education by setting up a science lab and providing hands-on experiments for students | 0.473
,,,,,,10016 | To create a separate study space for children at home | 0.9344
,,,,,,10160 | To provide a proper study environment for children and educate parents on guiding their children | 0.7566
,,,,,,13339 | To create a separate space for children to study | 0.9306
,,,,,,13323 | To provide a separate space for children to study at home | 0.9726
,,,,,,10070 | To provide a separate place for children to study at home by empowering women to take action | 0.8028
,,,,,,"6838 | To provide a dedicated space for children to study at home, improving their focus and academic performance | 0.912"
,,,,,,12143 | To provide a separate place for children to study | 0.907
,,,,,,6129 | To create a separate space for children to study in their homes | 0.956
,,,,,,7150 | To provide a separate place for children to study | 0.907
,,,,,,12219 | To provide a separate space for children to study | 0.9375
,,,,,,8118 | To provide a separate space for children to study | 0.9375
,,,,,,13945 | To create a separate space for children to study at home | 0.9537
,,,,,,15550 | To create a study-friendly environment in households by educating children and parents on the importance of dedicated study spaces and quiet time. | 0.7945
,,,,,,9397 | To create a separate study space for children in their homes | 0.9455
,,,,,,12847 | To provide a separate space for children to study by discussing and winning the case for it | 0.7683
